County Code, County Name, Precinct Code, Contest Code, Contest Name, Party, Candidate Code , Candidate Name, Candidate Votes, Contest Votes, Pecentage,office,candidate,party
2, Berkeley,32, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,282,2007,14.05%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,34, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,252,1980,12.73%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,35, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,339,2421,14.00%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,36, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,395,2934,13.46%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,38, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,276,2409,11.46%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,39, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,604,4692,12.87%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,40, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,453,3033,14.94%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,41, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,369,2724,13.55%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,42, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,217,1527,14.21%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,43, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,79,540,14.63%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley, 43A, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,142,1227,11.57%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,44, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,169,1113,15.18%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,45, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,314,2424,12.95%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,46, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,117,1020,11.47%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley, 46A, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,182,1605,11.34%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,47, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,261,2379,10.97%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,48, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,395,2805,14.08%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,49, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,346,2532,13.67%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,5, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,322,1836,17.54%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,50, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,150,1242,12.08%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,51, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,190,1395,13.62%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley, 51A, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,91,762,11.94%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,52, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,367,2412,15.22%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,53, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,353,2163,16.32%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,54, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,285,1986,14.35%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,55, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,72,699,10.30%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,56, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,139,828,16.79%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,6, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,210,999,21.02%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,7, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,320,1500,21.33%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,8, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,173,801,21.60%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,9, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,366,2364,15.48%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley, 922A, IA, Attorney General, D,1035, Darrell V. McGraw Jr.,188,1017,18.49%,Attorney General,Darrell V. McGraw Jr.,D
2, Berkeley,1, IA, Attorney General, R,1037, Daniel W.Greear,188,1590,11.82%,Attorney General,Daniel W.Greear,R
2, Berkeley,10, IA, Attorney General, R,1037, Daniel W.Greear,302,2073,14.57%,Attorney General,Daniel W.Greear,R
2, Berkeley,105, IA, Attorney General, R,1037, Daniel W.Greear,215,1401,15.35%,Attorney General,Daniel W.Greear,R
2, Berkeley,106, IA, Attorney General, R,1037, Daniel W.Greear,183,1119,16.35%,Attorney General,Daniel W.Greear,R
2, Berkeley,107, IA, Attorney General, R,1037, Daniel W.Greear,228,1425,16.00%,Attorney General,Daniel W.Greear,R
2, Berkeley,11, IA, Attorney General, R,1037, Daniel W.Greear,151,977,15.46%,Attorney General,Daniel W.Greear,R
2, Berkeley,110, IA, Attorney General, R,1037, Daniel W.Greear,141,780,18.08%,Attorney General,Daniel W.Greear,R
2, Berkeley,111, IA, Attorney General, R,1037, Daniel W.Greear,195,1062,18.36%,Attorney General,Daniel W.Greear,R
2, Berkeley,112, IA, Attorney General, R,1037, Daniel W.Greear,193,1218,15.85%,Attorney General,Daniel W.Greear,R
2, Berkeley,113, IA, Attorney General, R,1037, Daniel W.Greear,123,672,18.30%,Attorney General,Daniel W.Greear,R
2, Berkeley,114, IA, Attorney General, R,1037, Daniel W.Greear,137,867,15.80%,Attorney General,Daniel W.Greear,R
2, Berkeley,115, IA, Attorney General, R,1037, Daniel W.Greear,154,942,16.35%,Attorney General,Daniel W.Greear,R
2, Berkeley,12, IA, Attorney General, R,1037, Daniel W.Greear,496,2922,16.97%,Attorney General,Daniel W.Greear,R
2, Berkeley,13, IA, Attorney General, R,1037, Daniel W.Greear,199,1200,16.58%,Attorney General,Daniel W.Greear,R
2, Berkeley,14, IA, Attorney General, R,1037, Daniel W.Greear,69,837,8.24%,Attorney General,Daniel W.Greear,R
2, Berkeley,15, IA, Attorney General, R,1037, Daniel W.Greear,128,1230,10.41%,Attorney General,Daniel W.Greear,R
2, Berkeley,16, IA, Attorney General, R,1037, Daniel W.Greear,373,2655,14.05%,Attorney General,Daniel W.Greear,R
2, Berkeley,17, IA, Attorney General, R,1037, Daniel W.Greear,188,1485,12.66%,Attorney General,Daniel W.Greear,R
2, Berkeley,18, IA, Attorney General, R,1037, Daniel W.Greear,270,1815,14.88%,Attorney General,Daniel W.Greear,R
2, Berkeley, 18A, IA, Attorney General, R,1037, Daniel W.Greear,101,540,18.70%,Attorney General,Daniel W.Greear,R
2, Berkeley,19, IA, Attorney General, R,1037, Daniel W.Greear,276,1584,17.42%,Attorney General,Daniel W.Greear,R
2, Berkeley,2, IA, Attorney General, R,1037, Daniel W.Greear,279,2001,13.94%,Attorney General,Daniel W.Greear,R
2, Berkeley,20, IA, Attorney General, R,1037, Daniel W.Greear,276,1638,16.85%,Attorney General,Daniel W.Greear,R
2, Berkeley,21, IA, Attorney General, R,1037, Daniel W.Greear,425,2295,18.52%,Attorney General,Daniel W.Greear,R
2, Berkeley,22, IA, Attorney General, R,1037, Daniel W.Greear,231,1380,16.74%,Attorney General,Daniel W.Greear,R
2, Berkeley, 22A, IA, Attorney General, R,1037, Daniel W.Greear,260,1296,20.06%,Attorney General,Daniel W.Greear,R
2, Berkeley,23, IA, Attorney General, R,1037, Daniel W.Greear,491,3114,15.77%,Attorney General,Daniel W.Greear,R
2, Berkeley,24, IA, Attorney General, R,1037, Daniel W.Greear,244,1929,12.65%,Attorney General,Daniel W.Greear,R
2, Berkeley,25, IA, Attorney General, R,1037, Daniel W.Greear,249,1827,13.63%,Attorney General,Daniel W.Greear,R
2, Berkeley,26, IA, Attorney General, R,1037, Daniel W.Greear,284,1818,15.62%,Attorney General,Daniel W.Greear,R
2, Berkeley,27, IA, Attorney General, R,1037, Daniel W.Greear,417,2625,15.89%,Attorney General,Daniel W.Greear,R
2, Berkeley,28, IA, Attorney General, R,1037, Daniel W.Greear,329,2043,16.10%,Attorney General,Daniel W.Greear,R
2, Berkeley,29, IA, Attorney General, R,1037, Daniel W.Greear,343,2037,16.84%,Attorney General,Daniel W.Greear,R
2, Berkeley,30, IA, Attorney General, R,1037, Daniel W.Greear,276,1680,16.43%,Attorney General,Daniel W.Greear,R
2, Berkeley,32, IA, Attorney General, R,1037, Daniel W.Greear,328,2007,16.34%,Attorney General,Daniel W.Greear,R
2, Berkeley,34, IA, Attorney General, R,1037, Daniel W.Greear,362,1980,18.28%,Attorney General,Daniel W.Greear,R
2, Berkeley,35, IA, Attorney General, R,1037, Daniel W.Greear,394,2421,16.27%,Attorney General,Daniel W.Greear,R
2, Berkeley,36, IA, Attorney General, R,1037, Daniel W.Greear,497,2934,16.94%,Attorney General,Daniel W.Greear,R
2, Berkeley,38, IA, Attorney General, R,1037, Daniel W.Greear,482,2409,20.01%,Attorney General,Daniel W.Greear,R
2, Berkeley,39, IA, Attorney General, R,1037, Daniel W.Greear,806,4692,17.18%,Attorney General,Daniel W.Greear,R
2, Berkeley,40, IA, Attorney General, R,1037, Daniel W.Greear,498,3033,16.42%,Attorney General,Daniel W.Greear,R
2, Berkeley,41, IA, Attorney General, R,1037, Daniel W.Greear,470,2724,17.25%,Attorney General,Daniel W.Greear,R
2, Berkeley,42, IA, Attorney General, R,1037, Daniel W.Greear,243,1527,15.91%,Attorney General,Daniel W.Greear,R
2, Berkeley,43, IA, Attorney General, R,1037, Daniel W.Greear,92,540,17.04%,Attorney General,Daniel W.Greear,R
2, Berkeley, 43A, IA, Attorney General, R,1037, Daniel W.Greear,228,1227,18.58%,Attorney General,Daniel W.Greear,R
2, Berkeley,44, IA, Attorney General, R,1037, Daniel W.Greear,177,1113,15.90%,Attorney General,Daniel W.Greear,R
2, Berkeley,45, IA, Attorney General, R,1037, Daniel W.Greear,446,2424,18.40%,Attorney General,Daniel W.Greear,R
2, Berkeley,46, IA, Attorney General, R,1037, Daniel W.Greear,200,1020,19.61%,Attorney General,Daniel W.Greear,R
2, Berkeley, 46A, IA, Attorney General, R,1037, Daniel W.Greear,315,1605,19.63%,Attorney General,Daniel W.Greear,R
2, Berkeley,47, IA, Attorney General, R,1037, Daniel W.Greear,468,2379,19.67%,Attorney General,Daniel W.Greear,R
2, Berkeley,48, IA, Attorney General, R,1037, Daniel W.Greear,461,2805,16.43%,Attorney General,Daniel W.Greear,R
2, Berkeley,49, IA, Attorney General, R,1037, Daniel W.Greear,414,2532,16.35%,Attorney General,Daniel W.Greear,R
2, Berkeley,5, IA, Attorney General, R,1037, Daniel W.Greear,242,1836,13.18%,Attorney General,Daniel W.Greear,R
2, Berkeley,50, IA, Attorney General, R,1037, Daniel W.Greear,223,1242,17.95%,Attorney General,Daniel W.Greear,R
2, Berkeley,51, IA, Attorney General, R,1037, Daniel W.Greear,237,1395,16.99%,Attorney General,Daniel W.Greear,R
2, Berkeley, 51A, IA, Attorney General, R,1037, Daniel W.Greear,141,762,18.50%,Attorney General,Daniel W.Greear,R
2, Berkeley,52, IA, Attorney General, R,1037, Daniel W.Greear,368,2412,15.26%,Attorney General,Daniel W.Greear,R
2, Berkeley,53, IA, Attorney General, R,1037, Daniel W.Greear,306,2163,14.15%,Attorney General,Daniel W.Greear,R
2, Berkeley,54, IA, Attorney General, R,1037, Daniel W.Greear,332,1986,16.72%,Attorney General,Daniel W.Greear,R
2, Berkeley,55, IA, Attorney General, R,1037, Daniel W.Greear,136,699,19.46%,Attorney General,Daniel W.Greear,R
2, Berkeley,56, IA, Attorney General, R,1037, Daniel W.Greear,111,828,13.41%,Attorney General,Daniel W.Greear,R
2, Berkeley,6, IA, Attorney General, R,1037, Daniel W.Greear,98,999,9.81%,Attorney General,Daniel W.Greear,R
2, Berkeley,7, IA, Attorney General, R,1037, Daniel W.Greear,134,1500,8.93%,Attorney General,Daniel W.Greear,R
2, Berkeley,8, IA, Attorney General, R,1037, Daniel W.Greear,76,801,9.49%,Attorney General,Daniel W.Greear,R
2, Berkeley,9, IA, Attorney General, R,1037, Daniel W.Greear,375,2364,15.86%,Attorney General,Daniel W.Greear,R
2, Berkeley, 922A, IA, Attorney General, R,1037, Daniel W.Greear,131,1017,12.88%,Attorney General,Daniel W.Greear,R
2, Berkeley,1, FA, Auditor, D,1029, Glen B. Gainer III,413,1590,25.97%,Auditor,Glen B. Gainer III,D
2, Berkeley,10, FA, Auditor, D,1029, Glen B. Gainer III,522,2073,25.18%,Auditor,Glen B. Gainer III,D
2, Berkeley,105, FA, Auditor, D,1029, Glen B. Gainer III,343,1401,24.48%,Auditor,Glen B. Gainer III,D
2, Berkeley,106, FA, Auditor, D,1029, Glen B. Gainer III,261,1119,23.32%,Auditor,Glen B. Gainer III,D
2, Berkeley,107, FA, Auditor, D,1029, Glen B. Gainer III,330,1425,23.16%,Auditor,Glen B. Gainer III,D
2, Berkeley,11, FA, Auditor, D,1029, Glen B. Gainer III,245,977,25.08%,Auditor,Glen B. Gainer III,D
2, Berkeley,110, FA, Auditor, D,1029, Glen B. Gainer III,187,780,23.97%,Auditor,Glen B. Gainer III,D
2, Berkeley,111, FA, Auditor, D,1029, Glen B. Gainer III,225,1062,21.19%,Auditor,Glen B. Gainer III,D
2, Berkeley,112, FA, Auditor, D,1029, Glen B. Gainer III,294,1218,24.14%,Auditor,Glen B. Gainer III,D
2, Berkeley,113, FA, Auditor, D,1029, Glen B. Gainer III,146,672,21.73%,Auditor,Glen B. Gainer III,D
2, Berkeley,114, FA, Auditor, D,1029, Glen B. Gainer III,211,867,24.34%,Auditor,Glen B. Gainer III,D
2, Berkeley,115, FA, Auditor, D,1029, Glen B. Gainer III,235,942,24.95%,Auditor,Glen B. Gainer III,D
2, Berkeley,12, FA, Auditor, D,1029, Glen B. Gainer III,633,2922,21.66%,Auditor,Glen B. Gainer III,D
2, Berkeley,13, FA, Auditor, D,1029, Glen B. Gainer III,290,1200,24.17%,Auditor,Glen B. Gainer III,D
2, Berkeley,14, FA, Auditor, D,1029, Glen B. Gainer III,216,837,25.81%,Auditor,Glen B. Gainer III,D
2, Berkeley,15, FA, Auditor, D,1029, Glen B. Gainer III,320,1230,26.02%,Auditor,Glen B. Gainer III,D
2, Berkeley,16, FA, Auditor, D,1029, Glen B. Gainer III,644,2655,24.26%,Auditor,Glen B. Gainer III,D
2, Berkeley,17, FA, Auditor, D,1029, Glen B. Gainer III,353,1485,23.77%,Auditor,Glen B. Gainer III,D
2, Berkeley,18, FA, Auditor, D,1029, Glen B. Gainer III,436,1815,24.02%,Auditor,Glen B. Gainer III,D
2, Berkeley, 18A, FA, Auditor, D,1029, Glen B. Gainer III,117,540,21.67%,Auditor,Glen B. Gainer III,D
2, Berkeley,19, FA, Auditor, D,1029, Glen B. Gainer III,341,1584,21.53%,Auditor,Glen B. Gainer III,D
2, Berkeley,2, FA, Auditor, D,1029, Glen B. Gainer III,493,2001,24.64%,Auditor,Glen B. Gainer III,D
2, Berkeley,20, FA, Auditor, D,1029, Glen B. Gainer III,303,1638,18.50%,Auditor,Glen B. Gainer III,D
2, Berkeley,21, FA, Auditor, D,1029, Glen B. Gainer III,510,2295,22.22%,Auditor,Glen B. Gainer III,D
2, Berkeley,22, FA, Auditor, D,1029, Glen B. Gainer III,319,1380,23.12%,Auditor,Glen B. Gainer III,D
2, Berkeley, 22A, FA, Auditor, D,1029, Glen B. Gainer III,300,1296,23.15%,Auditor,Glen B. Gainer III,D
2, Berkeley,23, FA, Auditor, D,1029, Glen B. Gainer III,684,3114,21.97%,Auditor,Glen B. Gainer III,D
2, Berkeley,24, FA, Auditor, D,1029, Glen B. Gainer III,504,1929,26.13%,Auditor,Glen B. Gainer III,D
2, Berkeley,25, FA, Auditor, D,1029, Glen B. Gainer III,454,1827,24.85%,Auditor,Glen B. Gainer III,D
2, Berkeley,26, FA, Auditor, D,1029, Glen B. Gainer III,432,1818,23.76%,Auditor,Glen B. Gainer III,D
2, Berkeley,27, FA, Auditor, D,1029, Glen B. Gainer III,604,2625,23.01%,Auditor,Glen B. Gainer III,D
2, Berkeley,28, FA, Auditor, D,1029, Glen B. Gainer III,514,2043,25.16%,Auditor,Glen B. Gainer III,D
2, Berkeley,29, FA, Auditor, D,1029, Glen B. Gainer III,511,2037,25.09%,Auditor,Glen B. Gainer III,D
2, Berkeley,30, FA, Auditor, D,1029, Glen B. Gainer III,338,1680,20.12%,Auditor,Glen B. Gainer III,D
2, Berkeley,32, FA, Auditor, D,1029, Glen B. Gainer III,462,2007,23.02%,Auditor,Glen B. Gainer III,D
2, Berkeley,34, FA, Auditor, D,1029, Glen B. Gainer III,431,1980,21.77%,Auditor,Glen B. Gainer III,D
2, Berkeley,35, FA, Auditor, D,1029, Glen B. Gainer III,530,2421,21.89%,Auditor,Glen B. Gainer III,D
2, Berkeley,36, FA, Auditor, D,1029, Glen B. Gainer III,640,2934,21.81%,Auditor,Glen B. Gainer III,D
2, Berkeley,38, FA, Auditor, D,1029, Glen B. Gainer III,577,2409,23.95%,Auditor,Glen B. Gainer III,D
2, Berkeley,39, FA, Auditor, D,1029, Glen B. Gainer III,1025,4692,21.85%,Auditor,Glen B. Gainer III,D
2, Berkeley,40, FA, Auditor, D,1029, Glen B. Gainer III,717,3033,23.64%,Auditor,Glen B. Gainer III,D
2, Berkeley,41, FA, Auditor, D,1029, Glen B. Gainer III,559,2724,20.52%,Auditor,Glen B. Gainer III,D
2, Berkeley,42, FA, Auditor, D,1029, Glen B. Gainer III,345,1527,22.59%,Auditor,Glen B. Gainer III,D
2, Berkeley,43, FA, Auditor, D,1029, Glen B. Gainer III,133,540,24.63%,Auditor,Glen B. Gainer III,D
2, Berkeley, 43A, FA, Auditor, D,1029, Glen B. Gainer III,240,1227,19.56%,Auditor,Glen B. Gainer III,D
2, Berkeley,44, FA, Auditor, D,1029, Glen B. Gainer III,250,1113,22.46%,Auditor,Glen B. Gainer III,D
2, Berkeley,45, FA, Auditor, D,1029, Glen B. Gainer III,542,2424,22.36%,Auditor,Glen B. Gainer III,D
2, Berkeley,46, FA, Auditor, D,1029, Glen B. Gainer III,201,1020,19.71%,Auditor,Glen B. Gainer III,D
2, Berkeley, 46A, FA, Auditor, D,1029, Glen B. Gainer III,338,1605,21.06%,Auditor,Glen B. Gainer III,D
2, Berkeley,47, FA, Auditor, D,1029, Glen B. Gainer III,512,2379,21.52%,Auditor,Glen B. Gainer III,D
2, Berkeley,48, FA, Auditor, D,1029, Glen B. Gainer III,627,2805,22.35%,Auditor,Glen B. Gainer III,D
2, Berkeley,49, FA, Auditor, D,1029, Glen B. Gainer III,565,2532,22.31%,Auditor,Glen B. Gainer III,D
2, Berkeley,5, FA, Auditor, D,1029, Glen B. Gainer III,440,1836,23.97%,Auditor,Glen B. Gainer III,D
2, Berkeley,50, FA, Auditor, D,1029, Glen B. Gainer III,254,1242,20.45%,Auditor,Glen B. Gainer III,D
2, Berkeley,51, FA, Auditor, D,1029, Glen B. Gainer III,329,1395,23.58%,Auditor,Glen B. Gainer III,D
2, Berkeley, 51A, FA, Auditor, D,1029, Glen B. Gainer III,167,762,21.92%,Auditor,Glen B. Gainer III,D
2, Berkeley,52, FA, Auditor, D,1029, Glen B. Gainer III,553,2412,22.93%,Auditor,Glen B. Gainer III,D
2, Berkeley,53, FA, Auditor, D,1029, Glen B. Gainer III,517,2163,23.90%,Auditor,Glen B. Gainer III,D
2, Berkeley,54, FA, Auditor, D,1029, Glen B. Gainer III,454,1986,22.86%,Auditor,Glen B. Gainer III,D
2, Berkeley,55, FA, Auditor, D,1029, Glen B. Gainer III,144,699,20.60%,Auditor,Glen B. Gainer III,D
2, Berkeley,56, FA, Auditor, D,1029, Glen B. Gainer III,208,828,25.12%,Auditor,Glen B. Gainer III,D
2, Berkeley,6, FA, Auditor, D,1029, Glen B. Gainer III,255,999,25.53%,Auditor,Glen B. Gainer III,D
2, Berkeley,7, FA, Auditor, D,1029, Glen B. Gainer III,394,1500,26.27%,Auditor,Glen B. Gainer III,D
2, Berkeley,8, FA, Auditor, D,1029, Glen B. Gainer III,219,801,27.34%,Auditor,Glen B. Gainer III,D
2, Berkeley,9, FA, Auditor, D,1029, Glen B. Gainer III,563,2364,23.82%,Auditor,Glen B. Gainer III,D
2, Berkeley, 922A, FA, Auditor, D,1029, Glen B. Gainer III,267,1017,26.25%,Auditor,Glen B. Gainer III,D
2, Berkeley,1, MA, Circuit Judge, D,1322, Gina Marie Groh,310,1590,19.50%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,10, MA, Circuit Judge, D,1322, Gina Marie Groh,373,2073,17.99%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,105, MA, Circuit Judge, D,1322, Gina Marie Groh,222,1401,15.85%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,106, MA, Circuit Judge, D,1322, Gina Marie Groh,172,1119,15.37%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,107, MA, Circuit Judge, D,1322, Gina Marie Groh,213,1425,14.95%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,11, MA, Circuit Judge, D,1322, Gina Marie Groh,160,977,16.38%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,110, MA, Circuit Judge, D,1322, Gina Marie Groh,111,780,14.23%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,111, MA, Circuit Judge, D,1322, Gina Marie Groh,136,1062,12.81%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,112, MA, Circuit Judge, D,1322, Gina Marie Groh,217,1218,17.82%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,113, MA, Circuit Judge, D,1322, Gina Marie Groh,108,672,16.07%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,114, MA, Circuit Judge, D,1322, Gina Marie Groh,149,867,17.19%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,115, MA, Circuit Judge, D,1322, Gina Marie Groh,147,942,15.61%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,12, MA, Circuit Judge, D,1322, Gina Marie Groh,437,2922,14.96%,Circuit Judge,Gina Marie Groh,D
2, Berkeley,13, MA, Circuit Judge, D,1322, Gina Marie Groh,165,1200,13.75%,Circuit Judge,Gina Marie Groh,D
